sname;sname;dname;z
8211;Lafayette ;San Francisco Unified;-2.8675260897
8212;Lakeshore Alternative ;San Francisco Unified;-1.6520888404
8213;Lawton Alternative ;San Francisco Unified;-2.1000282927
8214;Flynn (Leonard R.) ;San Francisco Unified;2.567211957
8215;Longfellow ;San Francisco Unified;-0.4234279521
8216;Marshall ;San Francisco Unified;2.5990085835
8217;McKinley ;San Francisco Unified;2.7022318871
8218;Miraloma ;San Francisco Unified;4.3395120037
8219;Monroe ;San Francisco Unified;1.468051754
8220;Revere (Paul) ;San Francisco Unified;1.1959346326
8221;Parks (Rosa) ;San Francisco Unified;4.4307314811
8223;Stevenson (Robert Louis) ;San Francisco Unified;-2.7981302881
8226;Sherman ;San Francisco Unified;-0.6316741988
8228;Spring Valley ;San Francisco Unified;0.2097684009
8229;King (Starr) ;San Francisco Unified;4.823664128
8230;Sunnyside ;San Francisco Unified;0.7379197407
8231;Sutro ;San Francisco Unified;-0.8744851008
8232;Ulloa ;San Francisco Unified;-1.6350059802
8234;West Portal ;San Francisco Unified;-1.4498876567
8244;Buena Vista/ Horace Mann K-8;San Francisco Unified;6.8312333836
8250;Rooftop ;San Francisco Unified;1.6595686795
8251;San Francisco Community Alternative;San Francisco Unified;0.1832281074
8253;New Traditions ;San Francisco Unified;1.3815274177
8255;Lilienthal (Claire) ;San Francisco Unified;1.3425779023
8257;Creative Arts Charter;San Francisco Unified;1.452314891
8258;Yu (Alice Fong) ;San Francisco Unified;-3.1198761067
8260;Sunset ;San Francisco Unified;-1.7647016533
4291;Coolidge ;San Gabriel Unified;0.3351913301
4293;McKinley ;San Gabriel Unified;-0.1750360396
4295;Washington ;San Gabriel Unified;0.4441604685
4296;Wilson ;San Gabriel Unified;-0.322703802
6209;Estudillo ;San Jacinto Unified;-1.977548154
6210;Clayton A. Record, Jr., ;San Jacinto Unified;-2.0529018492
6211;Megan Cope ;San Jacinto Unified;-3.5245873478
6219;De Anza ;San Jacinto Unified;1.2723765599
6220;Park Hill ;San Jacinto Unified;-1.3156702865
6221;San Jacinto Valley Academy;San Jacinto Unified;-3.0280568046
8270;San Joaquin County Special Education;San Joaquin County Office of Education;-10.8250454723
9281;Allen at Steinbeck;San Jose Unified;0.3422804661
9282;Almaden ;San Jose Unified;0.0265139239
9283;Anne Darling ;San Jose Unified;-0.361008839
9284;Booksin ;San Jose Unified;2.5223465788
9285;Canoas ;San Jose Unified;0.1481135927
9287;Gardner ;San Jose Unified;-0.4933470821
9289;Hammer Montessori at Galarza ;San Jose Unified;1.1026419053
9290;Horace Mann ;San Jose Unified;1.2786716594
9292;Merritt Trace ;San Jose Unified;1.8198815979
9293;Reed ;San Jose Unified;1.5612768769
9294;River Glen;San Jose Unified;2.7307511819
9295;Schallenberger ;San Jose Unified;2.9363549305
9298;Terrell ;San Jose Unified;0.9208310999
9299;Hacienda Science/Environmental Magnet;San Jose Unified;2.1041950137
9300;Walter L. Bachrodt ;San Jose Unified;1.9736862673
9303;Willow Glen ;San Jose Unified;6.068406634
9309;Los Alamitos ;San Jose Unified;2.0956679249
9310;Graystone ;San Jose Unified;0.3076803118
9311;Rachel Carson ;San Jose Unified;1.1450401283
9313;Ernesto Galarza ;San Jose Unified;-1.4905932969
6575;California Montessori Project-San Juan Campus;San Juan Unified;-0.4783891942
6576;Golden Valley Charter School of Sacramento;San Juan Unified;-7.6684486499
6577;Aspire Alexander Twilight College Preparatory Acad;San Juan Unified;-0.721216158
6579;Gateway International;San Juan Unified;-0.3312007741
6597;Arlington Heights ;San Juan Unified;0.5521370121
6599;Cameron Ranch ;San Juan Unified;0.0369899874
6600;Carmichael ;San Juan Unified;-0.9166530975
6603;Citrus Heights ;San Juan Unified;-3.5453233532
6604;Cottage ;San Juan Unified;-1.4214249892
6605;James R. Cowan Fundamental ;San Juan Unified;-0.8501683212
6606;Coyle Avenue ;San Juan Unified;-0.1660109925
6607;Del Dayo ;San Juan Unified;1.6802775674
6608;Del Paso Manor ;San Juan Unified;6.0127311776
6609;Mary Deterding ;San Juan Unified;2.0484315515
6610;Harry Dewey Fundamental ;San Juan Unified;1.7744738711
6612;Thomas Edison Language Institute K-8;San Juan Unified;-3.9846663407
6613;Grand Oaks ;San Juan Unified;0.8750885558
6614;Green Oaks Fundamental ;San Juan Unified;0.8608703842
6615;Greer ;San Juan Unified;-14.3559849953
6616;Howe Avenue ;San Juan Unified;-7.6295805432
6617;Thomas Kelly ;San Juan Unified;-2.208245705
6618;Kingswood ;San Juan Unified;-2.2511131132
6619;Earl Legette ;San Juan Unified;3.1088167452
6620;Lichen K-8;San Juan Unified;-2.699406671
6621;Mariemont ;San Juan Unified;0.3110688305
6622;Mariposa Avenue ;San Juan Unified;-2.9669681099
6623;Mission Avenue Open ;San Juan Unified;1.462051304
6624;Northridge ;San Juan Unified;-2.2690986545
6625;Oakview Community ;San Juan Unified;-1.4848944539
6626;Orangevale Open K-8;San Juan Unified;1.7239550289
6627;Pasadena Avenue ;San Juan Unified;-4.0600458447
6629;Charles Peck ;San Juan Unified;-5.3667236013
6630;Pershing ;San Juan Unified;4.8151097103
6632;Albert Schweitzer ;San Juan Unified;2.2229730919
6633;Sierra Oaks K-8;San Juan Unified;2.5957087106
6634;Skycrest ;San Juan Unified;-1.0923812831
6635;Starr King K-8;San Juan Unified;-3.4800442284
6638;Twin Lakes ;San Juan Unified;0.7348967349
6639;Whitney Avenue ;San Juan Unified;-4.724436352
6640;Cambridge Heights ;San Juan Unified;-1.4637132211
6641;Woodside K-8;San Juan Unified;0.0277790175
6642;Trajan ;San Juan Unified;-1.5947671841
6644;Carriage Drive ;San Juan Unified;-0.6102526498
6645;Ottomon Way ;San Juan Unified;-1.1538734262
6646;Gold River Discovery Center K-8;San Juan Unified;1.0338515592
338;Garfield ;San Leandro Unified;-0.9361012954
339;Jefferson ;San Leandro Unified;-1.6406790884
340;Madison ;San Leandro Unified;0.7601404978
341;McKinley ;San Leandro Unified;-2.0401885828
342;Monroe ;San Leandro Unified;-0.9622939673
343;Roosevelt ;San Leandro Unified;3.4112455484
344;Washington ;San Leandro Unified;-1.3433198016
345;Wilson ;San Leandro Unified;0.159490836
355;Bay ;San Lorenzo Unified;-1.6710791012
357;Colonial Acres ;San Lorenzo Unified;-0.6602684061
358;Corvallis ;San Lorenzo Unified;-2.342175472
359;Dayton ;San Lorenzo Unified;-2.0335380212
360;Del Rey ;San Lorenzo Unified;-2.8826463121
362;Grant ;San Lorenzo Unified;0.6262436949
363;Hesperian ;San Lorenzo Unified;-2.2978172253
364;Hillside ;San Lorenzo Unified;-2.9728577421
365;Lorenzo Manor ;San Lorenzo Unified;-1.2422209172
9436;Ocean Grove Charter;San Lorenzo Valley Unified;-1.309361141
9439;Boulder Creek ;San Lorenzo Valley Unified;-0.0661206908
9440;San Lorenzo Valley ;San Lorenzo Valley Unified;-0.2000940983
8558;Smith (C. L.) ;San Luis Coastal Unified;3.3524205842
8559;Del Mar ;San Luis Coastal Unified;-0.0386532835
8560;Hawthorne ;San Luis Coastal Unified;1.4727163203
8561;Los Ranchos ;San Luis Coastal Unified;-0.4196939012
8562;Pacheco ;San Luis Coastal Unified;6.1606833418
8563;Bishop's Peak ;San Luis Coastal Unified;0.9285496787
8564;Sinsheimer ;San Luis Coastal Unified;2.7774251739
8565;Teach ;San Luis Coastal Unified;-1.9683459561
8567;Baywood ;San Luis Coastal Unified;0.7097753388
8569;Monarch Grove ;San Luis Coastal Unified;1.3121313048
8095;San Elijo ;San Marcos Unified;5.8628436296
8096;Joli Ann Leichtag ;San Marcos Unified;1.5653971239
8100;Alvin M. Dunn ;San Marcos Unified;-1.5715079128
8101;Richland ;San Marcos Unified;2.2155792005
8102;San Marcos ;San Marcos Unified;-5.2276020404
8105;La Costa Meadows ;San Marcos Unified;1.2358802
8106;Knob Hill ;San Marcos Unified;-0.1801053279
8107;Paloma ;San Marcos Unified;3.7459357273
8108;Discovery ;San Marcos Unified;0.9503925085
8109;Twin Oaks ;San Marcos Unified;2.3868591203
8110;Carrillo ;San Marcos Unified;-0.6378852528
8744;LEAD ;San Mateo-Foster City;-3.5709997484
8747;Baywood ;San Mateo-Foster City;7.4337216231
8748;Beresford ;San Mateo-Foster City;1.0673744049
8751;Fiesta Gardens International ;San Mateo-Foster City;1.5757715882
8753;George Hall ;San Mateo-Foster City;2.7711799928
8754;Highlands ;San Mateo-Foster City;7.3956275405
8755;Laurel ;San Mateo-Foster City;4.4994639601
8756;College Park ;San Mateo-Foster City;4.2042808012
8757;Meadow Heights ;San Mateo-Foster City;4.8237473079
8758;North Shoreview Montessori ;San Mateo-Foster City;3.6499372095
8759;San Mateo Park ;San Mateo-Foster City;3.6484894365
8760;Parkside ;San Mateo-Foster City;0.5793116445
8761;Sunnybrae ;San Mateo-Foster City;2.1434095801
8571;Cappy Culver ;San Miguel Joint Union;-0.2837396094
8572;Almond Acres Charter Academy;San Miguel Joint Union;-1.9472792227
8573;Lillian Larsen ;San Miguel Joint Union;-1.6677174243
7932;San Pasqual Union ;San Pasqual Union ;2.9795413768
4516;Coleman ;San Rafael City ;4.3647468205
4517;Venetia Valley ;San Rafael City ;2.6174409891
4518;Glenwood ;San Rafael City ;3.0770511352
4519;Laurel Dell ;San Rafael City ;2.1038318315
4521;Sun Valley ;San Rafael City ;1.5750851611
817;Quail Run ;San Ramon Valley Unified;4.4938231661
819;Live Oak ;San Ramon Valley Unified;2.9287435139
829;Country Club ;San Ramon Valley Unified;-1.7089915274
849;Coyote Creek ;San Ramon Valley Unified;0.2071460923
7946;Willow ;San Ysidro ;-1.9718083165
7947;Vista Del Mar;San Ysidro ;-0.3889146019
7948;Smythe ;San Ysidro ;-3.2107081573
7949;La Mirada ;San Ysidro ;-0.19792107
7950;Sunset ;San Ysidro ;-1.6345288489
1212;Ronald W. Reagan ;Sanger Unified;-1.4840909372
1213;Sequoia ;Sanger Unified;-0.9236680065
1221;Fairmont ;Sanger Unified;0.3421321185
1222;Jackson ;Sanger Unified;-0.5211174308
1224;John S. Wash ;Sanger Unified;-1.4678819044
1226;Lone Star ;Sanger Unified;-0.0587551685
1227;Madison ;Sanger Unified;-2.8641893446
1230;Quail Lake Environmental Charter;Sanger Unified;0.6436817106
1231;Sanger Academy Charter;Sanger Unified;1.1750907965
5492;Orange County Educational Arts Academy;Santa Ana Unified;-1.0731971671
5510;Jefferson ;Santa Ana Unified;0.3320441525
5518;Santiago ;Santa Ana Unified;-0.7950768598
5526;Taft ;Santa Ana Unified;0.2328692141
5529;John Muir Fundamental ;Santa Ana Unified;-2.2299943021
5530;Greenville Fundamental ;Santa Ana Unified;-1.0088957308
5545;Jim Thorpe Fundamental;Santa Ana Unified;-2.1911118825
5547;El Sol Santa Ana Science and Arts Academy;Santa Ana Unified;1.3624936597
8919;Adams ;Santa Barbara Unified;2.6275340046
8920;Cleveland ;Santa Barbara Unified;-0.7883046876
8922;Harding University Partnership;Santa Barbara Unified;-4.8774671009
8924;Monroe ;Santa Barbara Unified;1.8359443681
8925;Peabody Charter;Santa Barbara Unified;7.2606002085
8926;Roosevelt ;Santa Barbara Unified;6.1870009553
8927;Washington ;Santa Barbara Unified;3.3643308118
8932;Open Alternative;Santa Barbara Unified;-1.8586088761
8933;Santa Barbara Charter;Santa Barbara Unified;0.1340201206
8935;Adelante Charter;Santa Barbara Unified;-0.2485230967
8939;Discovery Charter;Santa Clara County Office of Education;2.2056760668
8941;Rocketship Mateo Sheedy ;Santa Clara County Office of Education;-1.3155020799
8943;Rocketship Si Se Puede Academy;Santa Clara County Office of Education;-0.135115981
8945;Rocketship Los Suenos Academy;Santa Clara County Office of Education;-1.4433030016
8948;Rocketship Discovery Prep;Santa Clara County Office of Education;-0.6879338268
8952;Rocketship Alma Academy;Santa Clara County Office of Education;-0.0432805167
9316;Don Callejon;Santa Clara Unified;13.7752815895
9322;Bowers ;Santa Clara Unified;3.6822159897
9323;Bracher ;Santa Clara Unified;3.9231755096
9324;Braly ;Santa Clara Unified;3.6768186015
9325;Briarwood ;Santa Clara Unified;1.208969375
9326;C. W. Haman ;Santa Clara Unified;1.8049180639
9328;George Mayne ;Santa Clara Unified;2.1336411465
9329;Kathryn Hughes ;Santa Clara Unified;0.8992327208
9330;Laurelwood ;Santa Clara Unified;4.1845292675
9332;Montague ;Santa Clara Unified;0.8515970165
9333;Pomeroy ;Santa Clara Unified;0.7346174932
9334;Ponderosa ;Santa Clara Unified;3.596865537
9335;Scott Lane ;Santa Clara Unified;-1.582422708
9336;Sutter ;Santa Clara Unified;1.8712957718
9338;Westwood ;Santa Clara Unified;0.1901383179
9443;Bay View ;Santa Cruz City ;3.1220505274
9444;De Laveaga ;Santa Cruz City ;3.637565122
9445;Gault ;Santa Cruz City ;1.5952950953
9446;Westlake ;Santa Cruz City ;1.0287789871
8813;Liberty ;Santa Maria-Bonita;0.3650939985
8816;Alvin ;Santa Maria-Bonita;-0.3996206232
8821;Tunnell (Martin Luther) ;Santa Maria-Bonita;-3.877792655
8822;Miller (Isaac) ;Santa Maria-Bonita;0.5871773012
8823;Oakley (Calvin C.) ;Santa Maria-Bonita;-0.013910486
8824;Rice (William) ;Santa Maria-Bonita;-1.9656097588
8826;Battles (Washington) ;Santa Maria-Bonita;-2.2609892007
8827;Ontiveros (Juan Pacifico) ;Santa Maria-Bonita;-1.3071448963
8828;Taylor (Ida Redmond) ;Santa Maria-Bonita;-4.1712668084
3996;Juan Cabrillo ;Santa Monica-Malibu Unified;0.3045863674
3997;Edison ;Santa Monica-Malibu Unified;2.4400622531
3998;Franklin ;Santa Monica-Malibu Unified;1.5826817991
3999;Grant ;Santa Monica-Malibu Unified;3.7976403435
4000;John Muir ;Santa Monica-Malibu Unified;1.7739200206
4001;McKinley ;Santa Monica-Malibu Unified;1.852853127
4003;Roosevelt ;Santa Monica-Malibu Unified;-0.836044813
4005;Will Rogers ;Santa Monica-Malibu Unified;3.203195479
10854;McKevett ;Santa Paula Unified;0.8961653674
10855;Thelma B. Bedell ;Santa Paula Unified;-0.3087980566
4923;New Republic ;Santa Rita Union ;-0.7495557975
4925;La Joya ;Santa Rita Union ;-2.6518477991
4926;Santa Rita ;Santa Rita Union ;-1.8470871251
4928;McKinnon;Santa Rita Union ;-1.5965756689
9806;Santa Rosa Charter School for the Arts;Santa Rosa City Schools;-1.2098807855
9807;Santa Rosa French-American Charter (SRFACS);Santa Rosa City Schools;0.3455491303
9822;Proctor Terrace ;Santa Rosa City Schools;-0.0707544821
9830;Hidden Valley ;Santa Rosa City Schools;2.9298119004
9831;Albert F. Biella ;Santa Rosa City Schools;0.4600308477
9832;Santa Rosa Charter;Santa Rosa City Schools;0.3712061636
7934;Cajon Park ;Santee;-0.4212023893
7935;Carlton Hills ;Santee;-1.3681581211
7936;Chet F. Harritt ;Santee;-1.3650104102
7937;Pepper Drive ;Santee;-0.8243947355
7938;PRIDE Academy at Prospect Avenue;Santee;-0.3866956116
7939;Sycamore Canyon ;Santee;-0.7349770306
7940;Carlton Oaks ;Santee;0.5059684326
7941;Rio Seco ;Santee;-0.0082112335
7942;Hill Creek ;Santee;-0.6456661498
4010;Tesoro del Valle ;Saugus Union;2.2387380582
4011;West Creek Academy;Saugus Union;-0.4933234628
4012;Cedarcreek ;Saugus Union;-1.1272391394
4013;Emblem Academy;Saugus Union;2.8540379259
4014;Rio Vista ;Saugus Union;-0.9290426487
4015;Rosedell ;Saugus Union;1.6604758761
4016;Santa Clarita ;Saugus Union;-0.1374645532
4017;Skyblue Mesa ;Saugus Union;1.4151264681
4018;Highlands ;Saugus Union;-1.1109300061
4019;Charles Helmers ;Saugus Union;0.3299765992
4020;James Foster ;Saugus Union;-1.0462283053
4021;Mountainview ;Saugus Union;-0.7164950188
4022;Plum Canyon ;Saugus Union;0.3484333698
4023;North Park ;Saugus Union;-0.5488227013
4024;Bridgeport ;Saugus Union;-0.2419849004
4529;Willow Creek Academy;Sausalito Marin City;1.0163255402
5549;Cerritos ;Savanna ;-2.1123528556
5550;Hansen ;Savanna ;0.1040822765
5551;Holder ;Savanna ;-1.8082911817
5552;Twila Reid ;Savanna ;1.4655890264
1452;Stanwood A. Murphy ;Scotia Union ;-1.080990556
9468;Vine Hill ;Scotts Valley Unified;2.02982405
9933;REACH;Sebastopol Union ;-2.0475399766
9934;Brook Haven ;Sebastopol Union ;-0.0337396877
9935;Park Side ;Sebastopol Union ;-2.026389665
9936;Sebastopol Independent Charter;Sebastopol Union ;-4.2001617317
1573;Seeley ;Seeley Union ;-0.1674842701
1236;Andrew Jackson ;Selma Unified;0.0110699209
1239;Indianola ;Selma Unified;-0.3078305759
1241;Theodore Roosevelt ;Selma Unified;-0.5463725057
1243;Woodrow Wilson ;Selma Unified;-0.5903658073
10438;Sequoia ;Sequoia Union ;0.2518237507
2062;Shaffer ;Shaffer Union ;-1.6312338083
8577;Shandon ;Shandon Joint Unified;-2.6744767927
9470;Chrysalis Charter;Shasta County Office of Education;-0.296983931
9560;Shasta ;Shasta Union ;1.583780057
4540;Tomales ;Shoreline Unified;1.7244386725
4542;West Marin ;Shoreline Unified;2.0478854384
1896;Pierce ;Sierra Sands Unified;0.1199858715
1898;Richmond ;Sierra Sands Unified;0.7065623761
1901;Las Flores ;Sierra Sands Unified;3.2569634343
1902;Faller ;Sierra Sands Unified;-0.037669179
1904;Gateway ;Sierra Sands Unified;-1.6832844508
1309;Foothill ;Sierra Unified;-0.624367934
9596;Loyalton ;Sierra-Plumas Joint Unified;-0.115803549
7254;Tiefort View Intermediate;Silver Valley Unified;-4.7898346179
7261;Yermo ;Silver Valley Unified;-2.341929737
10744;Arroyo ;Simi Valley Unified;1.5083269676
10745;Berylwood ;Simi Valley Unified;-1.3645014241
10746;Big Springs ;Simi Valley Unified;-0.1127261763
10747;Crestview ;Simi Valley Unified;0.9218847272
10748;Garden Grove ;Simi Valley Unified;-1.6983322714
10749;Hollow Hills ;Simi Valley Unified;-1.0984088526
10750;Katherine ;Simi Valley Unified;0.1642496496
10751;Knolls ;Simi Valley Unified;-0.8140797298
10752;Lincoln ;Simi Valley Unified;-0.273483609
10753;Madera ;Simi Valley Unified;-0.4100153809
10754;Mountain View ;Simi Valley Unified;0.1712458222
10755;Park View ;Simi Valley Unified;-1.8408683739
10756;Santa Susana ;Simi Valley Unified;-0.6395571875
10758;Sycamore ;Simi Valley Unified;-0.6342398506
10759;Township ;Simi Valley Unified;-0.5290397076
10760;Vista ;Simi Valley Unified;0.6242015502
10763;Justin ;Simi Valley Unified;-1.355279708
10764;White Oak ;Simi Valley Unified;-0.1028903847
10765;Atherwood ;Simi Valley Unified;1.8250233565
10767;Wood Ranch ;Simi Valley Unified;2.5154771781
7264;Vista Verde ;Snowline Joint Unified;-5.1619110821
7269;Phelan ;Snowline Joint Unified;-3.0879686613
7270;Wrightwood ;Snowline Joint Unified;0.1224318402
7272;Baldy Mesa ;Snowline Joint Unified;-2.2626867675
7273;Pinon Hills ;Snowline Joint Unified;-3.4023687827
7274;Heritage;Snowline Joint Unified;-1.0592868877
7954;Solana Pacific ;Solana Beach ;-1.0113357931
7956;Skyline ;Solana Beach ;6.4003600296
7957;Solana Vista ;Solana Beach ;3.7640078155
4950;Frank Ledesma ;Soledad Unified;-0.2413536843
4951;Jack Franscioni ;Soledad Unified;-0.7818507957
4956;Rose Ferrero ;Soledad Unified;0.3105953964
8906;Solvang ;Solvang ;0.525537027
10769;Somis ;Somis Union;-1.4668891242
9938;Woodland Star Charter;Sonoma Valley Unified;3.0206485746
9942;Dunbar ;Sonoma Valley Unified;1.2777743686
9943;El Verano ;Sonoma Valley Unified;-0.4309952153
9944;Flowery ;Sonoma Valley Unified;2.7732921382
9945;Prestwood ;Sonoma Valley Unified;0.9948698283
9946;Sassarini ;Sonoma Valley Unified;0.0107604006
9947;Sonoma Charter;Sonoma Valley Unified;-0.4238973414
10602;Sonora ;Sonora ;-0.1109329168
9460;Santa Cruz Gardens ;Soquel Union ;0.7079220309
9461;Soquel ;Soquel Union ;0.5891427394
9463;Main Street ;Soquel Union ;0.9126138252
10608;Soulsbyville ;Soulsbyville ;0.0860439142
7962;Bayside ;South Bay Union;-0.3064618686
7963;Central ;South Bay Union;-2.0698062842
7964;Emory ;South Bay Union;0.2136675736
7965;Imperial Beach Charter;South Bay Union;-0.1606793107
7966;Nestor Language Academy Charter;South Bay Union;-3.2075719069
7967;Oneonta ;South Bay Union;-1.3259106231
7968;Sunnyslope ;South Bay Union;-2.9256801807
7969;Godfrey G. Berry ;South Bay Union;-3.4052603092
7970;Howard Pence ;South Bay Union;-4.6996744301
7971;George Nicoloff ;South Bay Union;-4.9871313507
7972;Teofilo Mendoza;South Bay Union;-4.4916194633
1454;Alder Grove Charter;South Bay Union ;-1.7928300029
1457;South Bay ;South Bay Union ;-2.0467665078
4027;Arroyo Vista ;South Pasadena Unified;0.2833899904
4028;Marengo ;South Pasadena Unified;-1.8191437322
4029;Monterey Hills ;South Pasadena Unified;-0.037786572
8786;Buri Buri ;South San Francisco Unified;2.4854263332
8787;Los Cerritos ;South San Francisco Unified;-0.0542816866
8788;Martin ;South San Francisco Unified;1.1456842601
8789;Monte Verde ;South San Francisco Unified;0.6961828596
8790;Ponderosa ;South San Francisco Unified;-0.5853274034
8791;Skyline ;South San Francisco Unified;-0.0718301875
8792;Spruce ;South San Francisco Unified;-2.1933516221
8793;Sunshine Gardens ;South San Francisco Unified;1.1514831125
8797;Junipero Serra ;South San Francisco Unified;-0.1681537361
4033;Howard J. McKibben ;South Whittier ;-1.4240012646
4038;Monte Vista Middle;South Whittier ;-0.5973669173
1464;Redway ;Southern Humboldt Joint Unified;-0.4521572302
1847;Westpark ;Southern Kern Unified;-3.2689148052
1851;Rosamond ;Southern Kern Unified;-2.588001848
6761;Southside ;Southside ;0.6025538264
4930;Spreckels ;Spreckels Union ;-0.4113711237
10440;Springville ;Springville Union ;-1.0603191697
1857;Highland ;Standard ;-2.484383536
1860;Wingland ;Standard ;-2.6831713943
9999;Great Valley Academy;Stanislaus County Office of Education;-1.5508914014
10127;Mary Lou Dieterich ;Stanislaus Union ;0.1843326986
10128;Josephine Chrysler ;Stanislaus Union ;-2.6458038379
10129;Stanislaus ;Stanislaus Union ;-0.7809759826
10131;George Eisenhut ;Stanislaus Union ;-1.0997285861
10132;Agnes M. Baptist ;Stanislaus Union ;3.0237948947
8419;George W. Bush ;Stockton Unified;-0.682759449
8422;John Marshall ;Stockton Unified;-3.7208147521
8423;Maxine Hong Kingston ;Stockton Unified;-0.7751841742
8424;Pittman Charter;Stockton Unified;-0.8227695963
8425;Wilhelmina Henry ;Stockton Unified;-1.66077941
8426;John C. Fremont ;Stockton Unified;-2.6504388322
8427;Alexander Hamilton ;Stockton Unified;-5.7312903079
8428;Aspire Port City Academy;Stockton Unified;-1.0626535968
8429;Valentine Peyton ;Stockton Unified;-1.6280713729
8436;Stockton Collegiate International ;Stockton Unified;0.0893016759
8438;Aspire APEX Academy;Stockton Unified;0.4579882506
8439;Primary Years Academy;Stockton Unified;-0.0643049259
8448;Adams ;Stockton Unified;-4.8898901328
8449;August ;Stockton Unified;-4.7081127151
8450;Cleveland ;Stockton Unified;-2.1037611888
8451;El Dorado ;Stockton Unified;-2.114059181
8452;Elmwood ;Stockton Unified;-1.9346141072
8453;King ;Stockton Unified;-1.2607189285
8454;Fillmore ;Stockton Unified;-5.1523236307
8455;Grunsky ;Stockton Unified;-1.8374232029
8456;Harrison ;Stockton Unified;-4.3082129071
8457;Hazelton ;Stockton Unified;-1.8339059989
8458;Hoover ;Stockton Unified;0.1805378407
8459;Kennedy ;Stockton Unified;-4.5059466609
8460;Madison ;Stockton Unified;-4.857802829
8461;McKinley ;Stockton Unified;-2.1066525804
8462;Monroe ;Stockton Unified;-3.3951453104
8463;Montezuma ;Stockton Unified;-4.0906682878
8464;Nightingale Charter;Stockton Unified;-3.3023970439
8465;Pulliam ;Stockton Unified;-5.4974110501
8466;Roosevelt ;Stockton Unified;-5.3300417062
8467;Taft ;Stockton Unified;-0.3338549786
8468;Taylor Leadership Academy;Stockton Unified;-3.4665389711
8469;Tyler Skills ;Stockton Unified;-2.9107957814
8470;Van Buren ;Stockton Unified;-3.7482004005
8471;Victory ;Stockton Unified;-1.5153428455
8472;Wilson ;Stockton Unified;-1.0904939608
8474;Commodore Stockton Skills;Stockton Unified;-1.4091912331
8475;Kohl Open ;Stockton Unified;-1.2202081768
8478;Rio Calaveras ;Stockton Unified;-0.8646886121
8479;San Joaquin ;Stockton Unified;-5.2172159055
8480;Dolores Huerta ;Stockton Unified;-1.6854962792
4040;Golden Oak Community;Sulphur Springs Union;-1.5525093152
4041;Canyon Springs Community ;Sulphur Springs Union;-1.4732823362
4042;Leona H. Cox Community ;Sulphur Springs Union;2.0354374852
4043;Mint Canyon Community ;Sulphur Springs Union;-0.7236157917
4044;Sulphur Springs Community ;Sulphur Springs Union;2.1565412332
4045;Mitchell Community ;Sulphur Springs Union;1.1314796609
4046;Valley View ;Sulphur Springs Union;-0.9549924813
4047;Pinetree Community ;Sulphur Springs Union;-1.1024561485
4048;Fair Oaks Ranch Community;Sulphur Springs Union;3.9508608713
10610;Summerville ;Summerville ;0.302579852
10612;Gold Rush Charter;Summerville Union High;-4.1914206136
10448;Sundale ;Sundale Union ;3.3628810288
9347;Bishop ;Sunnyvale;1.5132858373
9348;Vargas ;Sunnyvale;-0.620323206
9350;Cumberland ;Sunnyvale;3.9122010158
9351;Ellis ;Sunnyvale;4.6333208349
9352;Fairwood ;Sunnyvale;0.2037920394
9353;Lakewood ;Sunnyvale;0.6757719008
9356;San Miguel ;Sunnyvale;1.290547044
2066;Meadow View;Susanville ;0.3457344948
10209;Sutter County Special Education;Sutter County Office of Education;-3.1372214593
7980;Stephen W. Hawking Charter;Sweetwater Union High;0.7324111546
10135;Crossroads ;Sylvan Union ;-2.0972651623
10136;Mary Ann Sanders ;Sylvan Union ;-2.4620721696
10137;Aspire University Charter;Sylvan Union ;3.2887004691
10138;Sherwood ;Sylvan Union ;-1.6652457723
10140;Standiford ;Sylvan Union ;3.124602467
10141;Sylvan ;Sylvan Union ;-10.0348889356
10142;Woodrow ;Sylvan Union ;-2.492509177
10143;Coleman F. Brown ;Sylvan Union ;-12.0528598596
10144;Stockard Coffee ;Sylvan Union ;-0.1461857586
10145;Orchard ;Sylvan Union ;-0.1749587989
10147;Freedom ;Sylvan Union ;-0.1408099797
1864;Lincoln Junior High;Taft City;-0.6787496153
1866;Roosevelt ;Taft City;-2.6380138958
5779;Sierra Expeditionary Learning;Tahoe-Truckee Unified;2.0805905959
5785;Kings Beach ;Tahoe-Truckee Unified;1.4607032294
5786;Tahoe Lake ;Tahoe-Truckee Unified;1.8242044053
5787;Truckee ;Tahoe-Truckee Unified;4.171337979
5789;Glenshire ;Tahoe-Truckee Unified;2.6937163418
1874;Tompkins ;Tehachapi Unified;0.1716113046
1876;Golden Hills ;Tehachapi Unified;0.7465902339
1877;Cummings Valley ;Tehachapi Unified;-0.3357477833
6273;French Valley ;Temecula Valley Unified;-0.7271683678
6276;Alamos ;Temecula Valley Unified;-0.4763098992
6278;Crowne Hill ;Temecula Valley Unified;1.0828500883
6279;Susan La Vorgna ;Temecula Valley Unified;-0.179021521
6280;Tony Tobin ;Temecula Valley Unified;-0.5432143716
6281;Temecula Luiseno ;Temecula Valley Unified;-2.0159420864
6286;Temecula Preparatory;Temecula Valley Unified;0.6771982868
6288;Vail ;Temecula Valley Unified;0.1693824782
6289;Rancho ;Temecula Valley Unified;0.1684142698
6291;Temecula ;Temecula Valley Unified;-2.3322544044
6292;Nicolas Valley ;Temecula Valley Unified;-1.4096607279
6293;Red Hawk ;Temecula Valley Unified;-0.1110813043
6295;Temecula Valley Charter;Temecula Valley Unified;-0.4725258114
